-0.254315	1.53095	1.24791	1.20208	-0.1936	1.5173	-0.2327	1.53	0.3827	0.9239
0.0381601	2.14575	0.690902	1.53429	0.0223162	2.18859	-0.1062	1.9092	0.2639	0.9645
0.0152284	2.41205	-0.303301	0.558089	-0.0333	2.3441	-0.0282	2.3013	0.1409	0.99
0.0502971	2.60124	0.0982325	0.73681	0.0498043	2.44149	0	2.7	0.0157	0.9999
0.226019	3.17629	0.536099	1.53343	0.2444	3.2291	0.011	3.0997	0.0785	0.9969
0.00475896	3.59948	-0.598061	1.18948	0.00406217	3.3955	0.0704	3.4949	0.2028	0.9792
0.0857662	3.89324	0.340012	0.673044	0.1231	3.8619	0.1789	3.8797	0.324	0.9461
0.216374	4.23052	0.33547	1.0424	0.211527	4.16063	0.3348	4.2478	0.44	0.898
0.610868	4.41919	1.07429	0.395803	0.6396	4.3772	0.5356	4.5934	0.5491	0.8358
0.939248	4.66171	0.835536	0.756902	0.91629	4.61502	0.7781	4.9112	0.6495	0.7604
0.918469	5.06141	-0.137128	1.01483	0.8808	5.0716	1.0585	5.1961	0.7397	0.673
1.28793	5.53971	0.905095	0.626538	1.42814	5.85628	1.3724	5.4436	0.8182	0.575
1.72393	5.8615	1.09737	0.830898	1.732	5.8759	1.7149	5.6497	0.8838	0.4679
2.25664	5.93514	1.34457	0.12695	2.25023	5.85369	2.0805	5.8114	0.9355	0.3534
2.14847	5.66077	-0.305638	-0.870646	2.0752	5.5801	2.4635	5.9259	0.9724	0.2334
2.7348	5.62955	1.59049	-0.0347622	2.94133	5.74345	2.8578	5.9915	0.994	0.1097
3.00046	5.94494	0.667446	0.850644	2.9727	5.9912	3.2572	6.0072	0.9999	-0.0157
3.61629	5.95455	1.50123	-0.227271	3.71174	5.9494	3.6555	5.9727	0.99	-0.1409
3.90899	5.68097	0.709512	-0.789851	3.8693	5.6363	4.0463	5.8886	0.9646	-0.2639
4.10321	5.70349	0.426958	0.0666053	4.11745	5.82769	4.4234	5.7562	0.9239	-0.3827
4.80409	5.68066	1.78382	0.0560953	4.8675	5.7027	4.781	5.5775	0.8686	-0.4955
5.02649	5.35244	0.806992	-0.533511	4.68044	5.01911	5.1134	5.3554	0.7997	-0.6004
5.53457	5.12171	1.27678	-0.522908	5.5579	5.1308	5.4153	5.0934	0.7181	-0.6959
5.84547	4.85578	1.11285	-0.373227	5.58405	4.67007	5.682	4.7956	0.6252	-0.7804
6.08542	4.5755	0.531214	-0.746949	6.0478	4.5488	5.9093	4.4668	0.5225	-0.8527
6.30487	4.11375	0.688252	-1.092	6.21925	4.02595	6.0936	4.1121	0.4115	-0.9114
6.27915	3.95694	-0.0450182	-0.49034	6.2475	3.9701	6.2319	3.737	0.294	-0.9558
6.42851	3.52517	0.237845	-1.22475	6.54883	3.51919	6.3222	3.3476	0.1719	-0.9851
6.31142	3.07733	-0.326898	-1.17079	6.2795	3.0709	6.3629	2.95	0.0471	-0.9989
6.3275	2.6394	-0.399532	-1.2846	6.62414	2.74925	6.3535	2.5503	-0.0785	-0.9969
6.36352	2.41333	0.191738	-0.562909	6.4086	2.4475	6.2941	2.155	-0.2028	-0.9792
6.29524	1.75404	-0.115327	-1.70104	6.15296	1.66518	6.1856	1.7703	-0.3239	-0.9461
5.93134	1.65675	-0.927572	-0.338457	5.8929	1.6983	6.0297	1.4022	-0.44	-0.898
5.83024	1.16486	-0.474566	-1.37011	6.03386	1.13292	5.8289	1.0565	-0.549	-0.8358
5.71119	0.989756	-0.246165	-0.414726	5.7335	1.0278	5.5864	0.7388	-0.6495	-0.7604
5.31414	0.711778	-1.1082	-0.72414	5.22712	0.695611	5.306	0.4539	-0.7396	-0.673
5.06049	0.421013	-0.570217	-0.722701	5.0962	0.4233	4.992	0.2064	-0.8182	-0.575
4.73593	0.123519	-0.752662	-0.743444	4.65961	0.121644	4.6496	0.0002	-0.8838	-0.4679
4.3208	-0.130993	-1.0772	-0.623672	4.2991	-0.1265	4.284	-0.1614	-0.9354	-0.3535
3.90921	-0.345744	-0.952551	-0.538215	3.87781	-0.340177	3.901	-0.2759	-0.9724	-0.2334
3.51877	-0.333709	-0.981622	0.12381	3.5148	-0.3064	3.5067	-0.3416	-0.994	-0.1097
3.0929	-0.438128	-0.935928	-0.298148	3.01216	-0.432161	3.1072	-0.3573	-0.9999	0.0157
2.53829	-0.320632	-1.44257	0.427592	2.5029	-0.2884	2.709	-0.3228	-0.99	0.1409
2.09194	-0.280541	-1.34409	0.0988415	2.26912	-0.315836	2.3182	-0.2386	-0.9646	0.2639
1.68164	-0.00129096	-0.97165	0.906917	1.7053	0.0347	1.941	-0.1062	-0.9239	0.3827
1.44276	0.120793	-0.579023	0.267492	1.4507	0.0993829	1.5835	0.0725	-0.8686	0.4955
1.30122	0.391304	-0.344656	0.816449	1.3196	0.4189	1.2511	0.2946	-0.7997	0.6004
1.11131	0.665155	-0.363262	0.752224	1.02395	0.613366	0.9492	0.5566	-0.7181	0.6959
0.829001	1.0784	-0.803915	1.16011	0.806	1.0955	0.6825	0.8543	-0.6252	0.7804
0.452063	1.41177	-1.02362	0.597205	0.469932	1.46655	0.4552	1.1832	-0.5225	0.8526
0.363896	1.37308	0.107363	-0.273217	0.4127	1.3231	0.2709	1.5379	-0.4115	0.9114
0.193765	1.71847	-0.398079	1.10211	0.0904077	1.74726	0.1326	1.9129	-0.294	0.9558
0.170536	2.15928	0.0655828	1.0773	0.1927	2.1605	0.0423	2.3024	-0.1719	0.9851
0.117241	2.62696	-0.173737	0.764242	0.123447	2.84943	0.0016	2.7	-0.0471	0.9989
